query_id,pool_id,system,rank,record_key
T07,cf4e7297b8f0e1d1,bioscouter_keyword,7,ena|PRJNA421331
T07,2d89ac077107d504,bioscouter_keyword,8,ena|PRJNA377127
T07,cc69cd203a936f0a,bioscouter_keyword,9,ena|PRJNA743064
T07,d007fc27407e2f62,bioscouter_keyword,10,ena|PRJNA948350
T07,d007fc27407e2f62,bioscouter_embedding,1,ena|PRJNA948350
T07,099471238a0b59d2,bioscouter_embedding,2,ena|PRJNA1221001
T07,8b666bca88acfe7d,bioscouter_embedding,3,ena|PRJEB30904
T07,97af2568d9a190aa,bioscouter_embedding,4,ena|PRJNA557659
T07,603f04307090cfb2,bioscouter_embedding,5,ena|PRJNA1162133
T07,5d55f5493a7dd934,bioscouter_embedding,6,ena|PRJNA912839
T07,7d6405ad9907ee16,bioscouter_embedding,7,ena|PRJNA912840
T07,db328987a9427d67,bioscouter_embedding,8,ena|PRJNA507632
T07,388eb2c29d84b3d6,bioscouter_embedding,9,ena|PRJNA254329
T07,c5adef9ccb68d8f4,bioscouter_embedding,10,ena|PRJNA917586
T07,d007fc27407e2f62,bioscouter_hybrid,1,ena|PRJNA948350
T07,099471238a0b59d2,bioscouter_hybrid,2,ena|PRJNA1221001
T07,8b666bca88acfe7d,bioscouter_hybrid,3,ena|PRJEB30904
T07,97af2568d9a190aa,bioscouter_hybrid,4,ena|PRJNA557659
T07,603f04307090cfb2,bioscouter_hybrid,5,ena|PRJNA1162133
T07,5d55f5493a7dd934,bioscouter_hybrid,6,ena|PRJNA912839
T07,7d6405ad9907ee16,bioscouter_hybrid,7,ena|PRJNA912840
T07,db328987a9427d67,bioscouter_hybrid,8,ena|PRJNA507632
T07,388eb2c29d84b3d6,bioscouter_hybrid,9,ena|PRJNA254329
T07,c5adef9ccb68d8f4,bioscouter_hybrid,10,ena|PRJNA917586
T07,c4ee8134d81bd8d5,native_source_api,1,geo|GSE282444
T07,4952f7157064d0e5,native_source_api,2,geo|GSE289072
T07,d5c6309c8667b32d,native_source_api,3,geo|GSE282442
T07,152789c72ceee909,native_source_api,4,geo|GSE299477
T07,a316466f859a18cc,native_source_api,5,geo|GSE310845
T07,d58f94a9d1d66427,native_source_api,6,geo|GSE312352
T07,26b7e3249a42b29d,native_source_api,7,geo|GSE336404
T07,f4960293f5ac4b4a,native_source_api,8,geo|GSE295556
T07,137b1eb0191932fd,native_source_api,9,geo|GSE311760
T07,824a2e86c49dfd8c,native_source_api,10,geo|GSE208684
T07,5080db98166a8648,omicsdi,1,biostudies-arrayexpress|E-MTAB-10832
T07,1a3e13602830fc9f,omicsdi,2,biostudies-arrayexpress|E-MTAB-8901
T07,10e7b621dc00b425,omicsdi,3,biostudies-arrayexpress|E-MTAB-11297
T07,b16ff58474e471d0,omicsdi,4,biostudies-arrayexpress|E-MTAB-7860
T07,c42449e368af00c0,omicsdi,5,biostudies-arrayexpress|E-MTAB-12309
T07,bbf4751493237791,omicsdi,6,geo|GSE202777
T07,cda9bc524401e5c1,omicsdi,7,project|PRJNA837254
T07,d3e30ea90db8571a,omicsdi,8,ega|EGAS00001007098
T07,32da9f5c8894ce57,omicsdi,9,project|PRJNA1379334
T08,e53ee686992bf75a,bioscouter_keyword,1,ena|PRJNA1030424
T08,6ccaceef03a3f075,bioscouter_keyword,2,ena|PRJNA1346926
T08,d5e12be44083f1c5,bioscouter_keyword,3,ena|PRJNA293618
T08,3dd59ccd56ac84aa,bioscouter_keyword,4,ena|PRJNA347985
T08,aa0b582e6dad0e1b,bioscouter_keyword,5,ena|PRJNA347988
T08,aa3c883a60cfb14c,bioscouter_keyword,6,ena|PRJNA431813
T08,f40d01cfbe8eaa31,bioscouter_keyword,7,ena|PRJNA764227
